2018-12-25 03:00:30,"b""Four teams of students from Cogswell's Computer Science Department competed in the regional chapter of the #ICPC an\xe2\x80\xa6 https://t.co/IaGWztm7Qs"""
2018-12-25 06:13:14,"b'\xe2\x80\x9cI do not believe in taking the right decision, I take a decision and make it right.\xe2\x80\x9d\n\n\xe2\x80\x95 Muhammad Ali Jinnah\n\n#IEEE\xe2\x80\xa6 https://t.co/bC9ec43Bb8'"
2018-12-25 01:46:42,b'Christmas waves a magic wand over this world. IEEE ADIT SB wishes you Merry Christmas to celebrate the Wonder and t\xe2\x80\xa6 https://t.co/WHbcnu2Hpt'
2018-12-25 06:54:19,b'Have you heard Planet Cowboy (Remastered) by PWJazy on #hearnow? https://t.co/DbRpQPmzTf Classic! #Music #Freedom\xe2\x80\xa6 https://t.co/7LLpXAZNsQ'
2018-12-25 06:52:03,b'RT @Online_OIO: Smells like Christmas spirit and no more web threats!\n\n#christmas #freespeach #anonymity #censorship #privacy #security #ad\xe2\x80\xa6'
2018-12-25 06:51:47,"b'RT @Meadow19731: May the spirit of Christmas bring you peace, the warmth grant you love and the gladness give you hope.  Merry Christmas!\n#\xe2\x80\xa6'"
2018-12-25 06:49:05,"b'RT @torproject: In the US, our outreach efforts have turned to some of the best defenders of democracy, privacy, and human rights: libraria\xe2\x80\xa6'"
2018-12-25 06:48:29,b'When she becomes apart of the art \xf0\x9f\x96\xbc #420 #lofi #hiphop #edm #fashion #artislife #musicislife #freedom  #power\xe2\x80\xa6 https://t.co/07O5ODfqZe'
2018-12-25 06:47:43,b'RT @abuhadiprado: I am cleaning my social networks only those who contribute to my personal and economic growth remain\n#Success #Hustle #Fr\xe2\x80\xa6'
2018-12-25 06:47:33,b'I am cleaning my social networks only those who contribute to my personal and economic growth remain\n#Success\xe2\x80\xa6 https://t.co/ygteKZFu7g'
2018-12-25 06:47:24,"b'@Il_Kenniesa @TinaUrso1 @Mark__Borg @Estelle_Spiteri @bugdavem There is #Freedom of Expression in Malta, otherwise\xe2\x80\xa6 https://t.co/XluEYWv9cH'"
2018-12-25 06:44:42,"b'RT @TheMama2G: Americans who think it\xe2\x80\x99s ok for a former FBI Director to say \xe2\x80\x9cWho Cares\xe2\x80\x9d when a crime has been committed need to wake up, wh\xe2\x80\xa6'"
2018-12-25 06:43:24,"b'Wishing you #freedom, prosperity and boundless #love! https://t.co/DSMkP2D2sO'"
2018-12-25 06:42:50,"b'RT @d_whitley1: I don\xe2\x80\x99t care if you like him or hate him he\xe2\x80\x99s not wrong here. The Fed, a private entity, controls far to much of the US eco\xe2\x80\xa6'"
2018-12-25 06:42:45,b'Let us remember how truly important freedom is. Thank you @VanJones68 for reminding us of WHY we fight.\xe2\x80\xa6 https://t.co/sNNzBGlbYq'
